food_id,food_name,region,category,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,meal_type,is_high_protein,is_low_carb,is_vegan,allergens,source
1002,Chicken Fried Rice (air-fried),East,Non-Veg,224,11.6,34.1,6.1,0.9,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1003,Veg Pulao (steamed),North,Veg,147,3.4,28.1,3.2,1.3,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1004,Laal Maas (air-fried),West,Non-Veg,268,23.5,4.3,19.2,1.1,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1005,Dal Baati (steamed),West,Veg,373,9.9,57.1,13.7,5.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1006,Dal Baati (air-fried),West,Veg,354,9.7,54.8,13.0,5.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1007,Palak Dal (grilled),North,Veg,113,7.6,16.4,2.6,2.7,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1008,Gatte Ki Sabzi (air-fried),West,Veg,216,8.1,26.5,10.3,2.6,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1009,Momos (veg) (air-fried),East,Veg,184,5.6,28.6,5.6,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1010,Ker Sangri (baked),West,Veg,91,3.4,13.5,2.9,4.6,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1011,Dal Baati (grilled),West,Veg,356,9.7,55.0,13.1,5.2,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1012,Aloo Sabzi (stir-fried),North,Veg,97,2.0,17.5,3.4,2.0,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1013,Paneer Bhurji (air-fried),North,Veg,268,14.5,5.3,21.4,1.1,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1014,Thukpa (steamed),East,Non-Veg,152,8.4,21.7,3.4,1.9,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1015,Egg Dosa (shallow-fried),South,Egg,184,8.1,22.4,7.2,0.3,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1016,Egg Fried Rice (stir-fried),East,Egg,226,8.1,35.7,6.7,0.8,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1017,Egg Fried Rice (air-fried),East,Egg,234,8.3,36.8,6.9,1.1,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1018,Matar Paneer (shallow-fried),North,Veg,206,10.3,14.6,13.7,2.5,38,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1019,Fish Tikka (shallow-fried),North,Non-Veg,194,26.0,3.7,8.6,0.7,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1020,Gatte Ki Sabzi (grilled),West,Veg,209,8.0,25.9,9.9,2.8,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1021,Mutton Keema (baked),North,Non-Veg,238,21.5,3.8,17.2,0.8,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1022,Dal Baati (grilled),West,Veg,402,10.3,60.6,14.8,5.1,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1023,Veg Pulao (steamed),North,Veg,159,3.5,29.8,3.5,1.7,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1024,Egg Fried Rice (steamed),East,Egg,226,8.1,35.8,6.7,0.8,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1025,Palak Dal (shallow-fried),North,Veg,114,7.6,16.4,2.6,2.7,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1026,Palak Dal (air-fried),North,Veg,102,7.2,15.0,2.3,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1027,Egg Dosa (baked),South,Egg,188,8.2,22.7,7.3,0.6,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1028,Chicken Shawarma (air-fried),North,Non-Veg,296,20.2,25.4,12.2,1.3,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1029,Chicken Fried Rice (grilled),East,Non-Veg,235,11.9,35.4,6.4,0.7,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1030,Gatte Ki Sabzi (steamed),West,Veg,205,7.9,25.5,9.8,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1031,Aloo Sabzi (stir-fried),North,Veg,105,2.0,18.7,3.7,2.0,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1032,Aloo Paratha (stir-fried),North,Veg,299,6.9,43.7,11.6,3.3,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1033,Dal Baati (stir-fried),West,Veg,354,9.7,54.8,13.0,5.2,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1034,Paneer Bhurji (shallow-fried),North,Veg,249,14.0,5.0,19.9,0.8,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1035,Kadala Curry (stir-fried),South,Veg,163,8.6,24.4,3.6,6.2,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1036,Fish Tikka (air-fried),North,Non-Veg,192,25.8,3.7,8.5,0.5,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1037,Kadala Curry (shallow-fried),South,Veg,150,8.2,22.8,3.3,5.8,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1038,Fish Tikka (shallow-fried),North,Non-Veg,182,25.2,3.5,8.1,0.7,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1039,Egg Fried Rice (steamed),East,Egg,213,7.9,34.1,6.3,1.0,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1040,Matar Paneer (shallow-fried),North,Veg,186,9.8,13.5,12.4,2.2,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1041,Laal Maas (grilled),West,Non-Veg,267,23.4,4.3,19.1,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1042,Chicken Shawarma (shallow-fried),North,Non-Veg,297,20.3,25.5,12.3,1.3,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1043,Fish Tikka (baked),North,Non-Veg,175,24.6,3.4,7.8,0.6,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1044,Egg Dosa (baked),South,Egg,191,8.2,23.1,7.4,0.5,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1045,Prawn Biryani (stir-fried),South,Non-Veg,241,14.0,30.1,8.5,0.7,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1046,Chicken Shawarma (steamed),North,Non-Veg,286,19.9,24.7,11.8,1.2,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1047,Chicken Fried Rice (stir-fried),East,Non-Veg,235,11.9,35.4,6.4,0.9,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1048,Momos (veg) (grilled),East,Veg,181,5.5,28.1,5.5,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1049,Egg Dosa (steamed),South,Egg,173,7.9,21.4,6.7,0.6,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1050,Laal Maas (air-fried),West,Non-Veg,264,23.3,4.3,18.9,0.7,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1051,Mutton Keema (steamed),North,Non-Veg,242,21.6,3.9,17.4,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1052,Egg Fried Rice (steamed),East,Egg,227,8.1,35.9,6.7,0.8,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1053,Chicken Fried Rice (shallow-fried),East,Non-Veg,234,11.9,35.3,6.3,0.8,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1054,Dal Baati (shallow-fried),West,Veg,353,9.6,54.7,13.0,5.2,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1055,Momos (chicken) (air-fried),East,Non-Veg,186,11.6,24.5,6.0,1.7,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1056,Thukpa (grilled),East,Non-Veg,151,8.4,21.6,3.4,1.9,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1057,Chicken Fried Rice (stir-fried),East,Non-Veg,235,11.9,35.4,6.4,0.5,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1058,Fish Tikka (air-fried),North,Non-Veg,173,24.5,3.4,7.7,0.3,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1059,Prawn Biryani (air-fried),South,Non-Veg,254,14.4,31.4,9.0,1.0,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1060,Fish Tikka (stir-fried),North,Non-Veg,184,25.3,3.6,8.2,0.8,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1061,Laal Maas (air-fried),West,Non-Veg,277,23.9,4.5,19.8,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1062,Vegetable Biryani (stir-fried),North,Veg,197,4.6,33.6,5.9,2.2,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1063,Momos (chicken) (stir-fried),East,Non-Veg,184,11.5,24.4,6.0,1.2,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1064,Momos (chicken) (air-fried),East,Non-Veg,185,11.6,24.5,6.0,1.4,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1065,Egg Fried Rice (baked),East,Egg,227,8.1,35.8,6.7,1.0,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1066,Paneer Bhurji (steamed),North,Veg,233,13.5,4.7,18.6,1.3,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1067,Kadala Curry (stir-fried),South,Veg,148,8.2,22.5,3.2,6.1,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1068,Momos (veg) (shallow-fried),East,Veg,170,5.3,26.7,5.2,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1069,Palak Dal (steamed),North,Veg,115,7.7,16.6,2.6,3.0,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1070,Aloo Paratha (air-fried),North,Veg,293,6.8,43.1,11.4,3.2,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1071,Paneer Bhurji (grilled),North,Veg,236,13.6,4.8,18.9,1.2,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1072,Dal Baati (baked),West,Veg,360,9.7,55.5,13.2,4.9,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1073,Palak Dal (stir-fried),North,Veg,110,7.5,16.0,2.5,3.2,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1074,Vegetable Biryani (air-fried),North,Veg,194,4.6,33.2,5.8,2.0,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1075,Gatte Ki Sabzi (grilled),West,Veg,221,8.2,27.1,10.5,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1076,Chicken Fried Rice (shallow-fried),East,Non-Veg,235,11.9,35.4,6.4,0.8,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1077,Thukpa (stir-fried),East,Non-Veg,159,8.6,22.4,3.6,2.0,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1078,Egg Fried Rice (grilled),East,Egg,230,8.2,36.2,6.8,1.1,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1079,Palak Dal (shallow-fried),North,Veg,115,7.7,16.6,2.6,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1080,Thukpa (baked),East,Non-Veg,160,8.6,22.6,3.6,1.9,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1081,Dal Baati (air-fried),West,Veg,405,10.3,61.1,14.9,5.1,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1082,Kadala Curry (stir-fried),South,Veg,163,8.6,24.3,3.6,6.0,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1083,Prawn Biryani (shallow-fried),South,Non-Veg,249,14.3,30.9,8.8,0.5,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1084,Palak Dal (shallow-fried),North,Veg,118,7.8,16.9,2.7,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1085,Fish Tikka (shallow-fried),North,Non-Veg,166,24.0,3.3,7.4,0.5,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1086,Momos (veg) (shallow-fried),East,Veg,171,5.4,26.9,5.2,1.9,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1087,Egg Fried Rice (grilled),East,Egg,229,8.2,36.2,6.8,1.0,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1088,Ker Sangri (steamed),West,Veg,102,3.6,14.8,3.2,4.2,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1089,Egg Fried Rice (grilled),East,Egg,237,8.3,37.2,7.0,0.9,72,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1090,Palak Dal (shallow-fried),North,Veg,110,7.5,16.0,2.5,2.9,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1091,Aloo Paratha (stir-fried),North,Veg,333,7.3,47.7,12.9,2.8,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1092,Kadala Curry (stir-fried),South,Veg,152,8.3,23.0,3.3,6.2,28,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1093,Prawn Biryani (grilled),South,Non-Veg,250,14.3,31.0,8.8,1.1,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1094,Laal Maas (grilled),West,Non-Veg,266,23.4,4.3,19.0,1.1,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1095,Egg Dosa (steamed),South,Egg,168,7.7,20.8,6.5,0.3,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1096,Chicken Shawarma (air-fried),North,Non-Veg,281,19.7,24.4,11.6,1.5,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1097,Mutton Keema (grilled),North,Non-Veg,268,22.8,4.2,19.3,0.5,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1098,Prawn Biryani (steamed),South,Non-Veg,223,13.5,28.3,7.9,0.8,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1099,Aloo Paratha (air-fried),North,Veg,291,6.8,42.8,11.3,2.9,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1100,Ker Sangri (baked),West,Veg,99,3.6,14.5,3.1,4.6,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1101,Laal Maas (grilled),West,Non-Veg,285,24.2,4.6,20.3,0.9,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1102,Aloo Sabzi (air-fried),North,Veg,93,1.9,16.9,3.2,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1103,Vegetable Biryani (grilled),North,Veg,173,4.4,30.4,5.2,2.2,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1104,Aloo Paratha (grilled),North,Veg,288,6.7,42.4,11.1,2.8,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1105,Ker Sangri (grilled),West,Veg,99,3.6,14.4,3.1,4.4,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1106,Veg Pulao (baked),North,Veg,163,3.5,30.4,3.6,1.8,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1107,Vegetable Biryani (baked),North,Veg,191,4.6,32.8,5.7,2.0,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1108,Palak Dal (steamed),North,Veg,109,7.4,15.8,2.5,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1109,Aloo Sabzi (air-fried),North,Veg,107,2.1,19.1,3.8,1.8,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1110,Aloo Paratha (shallow-fried),North,Veg,318,7.1,46.0,12.3,3.1,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1111,Chicken Fried Rice (steamed),East,Non-Veg,243,12.1,36.3,6.6,0.6,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1112,Egg Dosa (baked),South,Egg,183,8.1,22.3,7.1,0.3,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1113,Ker Sangri (air-fried),West,Veg,102,3.6,14.9,3.2,4.5,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1114,Paneer Bhurji (grilled),North,Veg,260,14.3,5.2,20.8,1.0,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1115,Paneer Bhurji (grilled),North,Veg,235,13.6,4.8,18.8,1.2,25,breakfast|lunch|dinner|snack,1,1,1,none,Synthetic (ICMR schema)
1116,Fish Tikka (stir-fried),North,Non-Veg,169,24.3,3.3,7.5,0.3,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1117,Matar Paneer (shallow-fried),North,Veg,210,10.4,14.9,14.0,2.5,38,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1118,Thukpa (steamed),East,Non-Veg,162,8.7,22.9,3.7,2.1,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1119,Thukpa (baked),East,Non-Veg,156,8.5,22.1,3.5,2.2,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1120,Egg Dosa (baked),South,Egg,176,7.9,21.6,6.9,0.6,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1121,Momos (chicken) (air-fried),East,Non-Veg,197,11.9,25.7,6.4,1.6,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1122,Veg Pulao (shallow-fried),North,Veg,170,3.6,31.5,3.7,1.8,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1123,Fish Tikka (steamed),North,Non-Veg,174,24.6,3.4,7.7,0.8,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1124,Momos (veg) (baked),East,Veg,192,5.7,29.4,5.9,2.1,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1125,Veg Pulao (grilled),North,Veg,151,3.4,28.6,3.3,1.3,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1126,Palak Dal (baked),North,Veg,107,7.4,15.7,2.4,3.1,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1127,Egg Dosa (baked),South,Egg,180,8.0,22.0,7.0,0.2,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1128,Vegetable Biryani (air-fried),North,Veg,177,4.4,30.9,5.3,2.0,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1129,Dal Baati (shallow-fried),West,Veg,357,9.7,55.3,13.2,4.8,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1130,Aloo Paratha (stir-fried),North,Veg,305,6.9,44.5,11.8,2.8,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1131,Chicken Shawarma (air-fried),North,Non-Veg,290,20.0,25.0,12.0,1.4,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1132,Aloo Paratha (air-fried),North,Veg,322,7.1,46.4,12.5,3.0,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1133,Veg Pulao (steamed),North,Veg,170,3.6,31.5,3.7,1.6,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1134,Laal Maas (shallow-fried),West,Non-Veg,301,24.9,4.8,21.5,1.2,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1135,Vegetable Biryani (shallow-fried),North,Veg,177,4.4,30.8,5.3,1.7,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1136,Dal Baati (grilled),West,Veg,410,10.4,61.6,15.1,4.9,60,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1137,Momos (chicken) (air-fried),East,Non-Veg,209,12.3,26.9,6.8,1.7,60,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1138,Mutton Keema (baked),North,Non-Veg,262,22.5,4.2,18.8,0.7,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1139,Palak Dal (grilled),North,Veg,112,7.6,16.2,2.5,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1140,Mutton Keema (grilled),North,Non-Veg,238,21.5,3.8,17.1,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1141,Vegetable Biryani (stir-fried),North,Veg,190,4.6,32.7,5.7,2.2,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1142,Laal Maas (shallow-fried),West,Non-Veg,297,24.7,4.7,21.2,1.1,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1143,Aloo Paratha (baked),North,Veg,319,7.1,46.0,12.3,2.7,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1144,Chicken Shawarma (stir-fried),North,Non-Veg,312,20.8,26.5,12.9,1.6,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1145,Thukpa (air-fried),East,Non-Veg,160,8.6,22.6,3.6,2.1,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1146,Vegetable Biryani (shallow-fried),North,Veg,194,4.6,33.2,5.8,1.9,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1147,Veg Pulao (grilled),North,Veg,161,3.5,30.2,3.5,1.6,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1148,Egg Dosa (shallow-fried),South,Egg,179,8.0,21.9,6.9,0.6,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1149,Fish Tikka (stir-fried),North,Non-Veg,178,24.8,3.5,7.9,0.5,20,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1150,Laal Maas (shallow-fried),West,Non-Veg,265,23.4,4.3,18.9,0.7,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1151,Aloo Paratha (stir-fried),North,Veg,320,7.1,46.2,12.4,3.1,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1152,Matar Paneer (shallow-fried),North,Veg,183,9.7,13.3,12.2,2.6,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1153,Matar Paneer (stir-fried),North,Veg,195,10.0,14.0,13.0,2.4,38,breakfast|lunch|dinner|snack,1,0,1,none,Synthetic (ICMR schema)
1154,Aloo Sabzi (stir-fried),North,Veg,107,2.1,18.9,3.7,1.9,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1155,Vegetable Biryani (steamed),North,Veg,177,4.4,30.8,5.3,1.9,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1156,Vegetable Biryani (air-fried),North,Veg,200,4.7,34.0,5.9,1.8,64,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1157,Prawn Biryani (stir-fried),South,Non-Veg,222,13.5,28.2,7.9,0.6,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1158,Gatte Ki Sabzi (shallow-fried),West,Veg,215,8.1,26.5,10.2,2.3,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1159,Mutton Keema (stir-fried),North,Non-Veg,238,21.5,3.8,17.1,0.6,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1160,Chicken Shawarma (baked),North,Non-Veg,302,20.4,25.9,12.5,1.5,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1161,Mutton Keema (baked),North,Non-Veg,249,21.9,4.0,17.9,1.0,22,lunch|dinner,1,1,0,none,Synthetic (ICMR schema)
1162,Momos (veg) (baked),East,Veg,174,5.4,27.3,5.3,1.7,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1163,Egg Dosa (stir-fried),South,Egg,168,7.7,20.9,6.5,0.7,65,breakfast|lunch|snack,0,0,0,none,Synthetic (ICMR schema)
1164,Thukpa (air-fried),East,Non-Veg,163,8.7,22.9,3.7,2.0,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1165,Palak Dal (shallow-fried),North,Veg,112,7.6,16.2,2.5,2.9,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1166,Matar Paneer (baked),North,Veg,192,9.9,13.8,12.8,2.6,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1167,Chicken Shawarma (steamed),North,Non-Veg,285,19.8,24.7,11.8,1.3,55,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1168,Ker Sangri (baked),West,Veg,97,3.5,14.2,3.0,4.5,42,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1169,Palak Dal (grilled),North,Veg,101,7.2,15.0,2.3,2.8,32,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1170,Thukpa (baked),East,Non-Veg,152,8.4,21.6,3.4,1.9,55,lunch|dinner,0,0,0,none,Synthetic (ICMR schema)
1171,Gatte Ki Sabzi (baked),West,Veg,225,8.3,27.5,10.7,2.4,48,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1172,Veg Pulao (stir-fried),North,Veg,155,3.4,29.3,3.4,1.4,68,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1173,Prawn Biryani (air-fried),South,Non-Veg,227,13.6,28.7,8.0,0.9,65,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
1174,Aloo Paratha (steamed),North,Veg,323,7.2,46.6,12.5,3.1,66,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1175,Matar Paneer (baked),North,Veg,186,9.8,13.5,12.4,2.7,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1176,Matar Paneer (shallow-fried),North,Veg,181,9.7,13.2,12.1,2.3,38,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1177,Aloo Sabzi (shallow-fried),North,Veg,93,1.9,17.0,3.3,1.7,60,breakfast|lunch|dinner|snack,0,0,1,none,Synthetic (ICMR schema)
1178,Chicken Fried Rice (stir-fried),East,Non-Veg,251,12.3,37.4,6.8,0.6,72,lunch|dinner,1,0,0,none,Synthetic (ICMR schema)
